title_year,genres,color,duration,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,movie_facebook_likes,num_critic_for_reviews,num_voted_users,facenumber_in_poster,num_user_for_reviews,language,gross,budget,imdb_score,aspect_ratio
2000,Drama|Music|Romance,Color,115,13,757,220,111,1201,0,68,15817,2,210,English,17174870,18000000,6.7,2.35
2015,Comedy,Color,107,24,10000,566,85,10691,0,97,9051,13,68,English,26284475,17000000,5.7,2.35
2004,Comedy|Crime,Color,91,38,17000,632,362,18711,591,54,8023,0,49,English,16702864,18000000,5.2,1.85
2001,Drama,Color,125,34,16000,4000,1000,21622,0,99,39105,0,359,English,15561627,18000000,7.5,2.35
2015,Biography|Drama,Color,122,0,14000,13000,816,28933,23000,412,93548,0,307,English,17750583,30000000,7.2,2.35
2009,Comedy|Romance,Color,102,0,946,800,529,4072,0,107,28209,1,80,English,14793904,18000000,5.3,1.85
2009,Comedy|Drama|Romance,Color,90,44,12000,904,729,16004,0,192,64646,2,105,English,15281286,18000000,6.5,1.85
1981,Action|Adventure|Western,Color,98,28,372,262,102,927,346,25,1400,0,41,English,8000000,18000000,5,2.35
2001,Drama|Thriller,Color,109,128,11000,2000,1000,14995,813,104,23728,0,213,English,13491653,18000000,6.1,2.35
1981,Mystery|Thriller,Color,107,0,517,376,101,1067,2000,120,27629,0,149,English,,18000000,7.4,2.35
2013,Action|Crime|Thriller,Color,90,31,210,193,179,676,4000,146,19586,1,109,English,10494494,18000000,4.4,2.35
1997,Drama,Color,112,0,805,223,177,1466,0,124,46396,0,287,English,7837632,18000000,7.5,1.85
2014,Comedy|Drama|Romance,Color,94,0,712,341,197,1673,3000,107,8895,2,48,English,15155772,18000000,5.7,2.35
1989,Adventure|Comedy,Color,105,6,723,422,371,2368,0,11,7470,1,35,English,8508843,18000000,5.5,1.37
2004,Comedy|Drama|Romance,Color,104,109,405,204,202,847,562,93,10680,2,112,English,7739049,18000000,7.1,1.85
1986,Drama|Romance,Color,112,213,567,67,45,711,0,38,29591,0,118,English,6734844,17000000,5.9,1.85
1981,Action|Adventure|Fantasy,Color,108,25,1000,115,94,1263,0,60,10832,0,102,English,6000000,18000000,6.7,2.35
2009,Biography|Drama|Romance,Color,112,97,577,416,231,1341,0,184,15352,2,82,English,6615578,13000000,7,2.35
1994,Biography|Comedy|Drama, Black and White,127,13000,40000,13000,940,56585,0,148,142416,1,420,English,5887457,18000000,7.9,1.85
2013,Drama,Color,111,655,24000,14000,405,39307,0,217,31898,1,111,English,13362308,18000000,6.9,2.35
2007,Adventure|Biography|Drama|History|War,Color,126,44,627,12,9,653,0,160,37635,0,165,Mongolian,5701643,20000000,7.3,2.35
2008,Action|Crime|Thriller,Color,114,0,27000,18000,1000,46944,12000,209,194489,4,192,English,5694401,18000000,7.3,2.35
1982,Action|Sci-Fi,Color,99,379,456,278,251,1356,0,40,2541,2,54,English,5333658,20000000,3.5,1.85
1996,Drama,Color,150,0,597,591,401,1645,0,85,30618,0,224,English,4414535,18000000,7.8,2.2
2009,Biography|Drama|Music|Romance,Color,117,78,989,258,238,1598,0,83,6091,0,53,English,4806750,,7.4,1.85
2016,Adventure|Drama|Sci-Fi|Thriller,Color,112,337,4000,820,201,5671,0,263,31359,0,156,English,3707794,18000000,6.7,2.35
2003,Comedy|Romance,Color,108,11000,11000,944,922,14843,827,128,25165,2,155,English,3203044,18000000,6.4,2.35
2013,Biography|Drama|Romance|War,Color,116,6,25000,14000,212,39463,18000,186,27882,2,119,English,4435083,18000000,7.1,2.35
,Drama|Mystery,,60,,654,426,405,1906,0,14,12854,1,44,,,,6.7,
2009,Drama|Mystery, Black and White,144,0,63,43,16,167,0,292,52958,0,193,German,2222647,12000000,7.8,1.85
2016,Horror,Color,92,662,662,290,161,1498,378,15,436,0,6,English,,,4,
1986,Action|Horror|Romance|Sci-Fi|Thriller,Color,93,28,1000,695,415,2319,0,70,10082,2,100,English,3500000,2700000,5.9,1.85
2002,Crime|Drama|Mystery|Thriller,Color,103,154,1000,783,576,4094,2000,79,26730,0,180,English,676698,18000000,7.2,1.85
2013,Music,Color,93,190,364,253,151,1083,19000,103,13359,0,56,English,3419967,,7.2,2.35
2008,Crime|Drama|Thriller,Color,98,34,663,551,394,2215,1000,97,14324,1,93,English,,18000000,5.1,2.35
,Biography|Crime|Drama|Thriller,Color,334,,897,30,30,1032,0,108,10111,0,36,English,145118,,7.7,2.35
2009,Thriller,Color,114,157,84,35,32,198,342,59,2541,0,20,English,,18000000,5.5,2.35
1999,Action|Drama|History|Romance|War|Western,Color,121,0,854,578,353,2705,271,10,899,2,42,English,229311,11350000,6.2,2.35
1985,Horror,Color,87,0,1000,177,83,1592,3000,184,49669,1,419,English,,3500000,7.2,1.85
2016,Action|Crime|Drama|Thriller,Color,92,55,1000,872,757,3212,0,23,4510,1,50,English,,18000000,5.2,
2006,Action|Animation|Sci-Fi|Thriller,Color,105,2,805,306,69,1185,0,112,14325,0,90,English,63260,14000000,6.7,2.35
2015,Drama|Western,Color,90,78,2000,1000,720,4142,0,45,4693,1,49,English,,11000000,6.3,2.35
1985,Action|Adventure|Fantasy,Color,89,130,444,312,183,1243,0,59,30215,1,95,English,,17900000,5,2.35
2012,Drama|Horror|Mystery|Thriller,Color,114,89,22000,2000,920,25804,10000,195,48162,2,140,English,,14000000,6.2,2.35
2007,Comedy,Color,119,99,15000,833,778,17584,0,256,422606,2,555,English,121463226,20000000,7.6,1.85
2009,Comedy|Crime|Drama,Color,103,0,923,619,543,3699,804,44,9544,0,45,English,90485233,,4.1,1.85
2014,Action|Horror,Color,91,512,11000,918,413,13545,0,59,5693,2,34,English,,18000000,5.3,2.35
2008,Drama|Music|Musical|Romance,Color,98,209,158,152,129,816,0,97,67653,2,108,English,58006147,23000000,6.2,1.85
2005,Action|Animation|Comedy|Crime|Family,Color,80,19,11000,979,854,14385,0,142,45900,1,247,English,51053787,17500000,6.5,1.85
2004,Drama|History|War,Color,121,83,3000,460,242,4142,12000,187,264533,1,609,English,23472900,17500000,8.1,2.35
2007,Action|Crime|Drama|Thriller,Color,94,87,866,794,280,2124,0,193,140780,1,376,English,39687528,24000000,6.3,2.35
2013,Drama|Family|Music|Musical,Color,93,148,549,269,170,1373,0,40,1633,5,17,English,7017178,17500000,4.4,2.35
2014,Action|Thriller,Color,93,32,13000,1000,1000,16735,0,46,13133,4,101,English,,18000000,4.6,2.35
2002,Crime|Drama|Thriller,Color,116,0,109,67,50,245,204,38,4387,0,67,English,325491,17500000,6,1.85
2001,Fantasy|Horror|Thriller,Color,101,448,482,203,83,956,20000,239,268581,0,1109,English,96471845,17000000,7.6,1.85
1986,Action|Adventure|Sci-Fi,Color,154,0,2000,626,604,4228,18000,250,488537,1,1076,English,85200000,18500000,8.4,1.85
1964,Drama|Family|Musical|Romance,Color,170,165,453,272,244,1164,0,82,66959,1,258,English,72000000,17000000,7.9,2.2
1997,Horror|Mystery|Thriller,Color,99,13,45000,4000,681,50284,0,140,105585,1,419,English,72219395,17000000,5.6,2.35
2014,Comedy,Color,104,42,839,756,613,3627,14000,129,106820,1,147,English,82389560,17000000,6.5,1.85
2004,Adventure|Comedy|Drama|Romance,Color,126,729,912,306,284,2170,0,285,149966,0,835,English,71502303,12000000,7.5,1.85
2006,Comedy,Color,110,422,33000,459,422,35345,0,91,54710,2,177,English,19179969,17500000,6.3,2.35
1978,Horror|Thriller,Color,101,0,2000,742,598,4400,12000,318,157857,0,1191,English,47000000,300000,7.9,2.35
2002,Action|Adventure|History, Black and White,80,611,5000,643,576,6229,0,283,149414,4,841,Mandarin,84961,31000000,7.9,2.35
2003,Comedy|Drama|Family|Fantasy|Sci-Fi,Color,87,9,818,636,503,2164,309,52,3407,1,48,English,37566230,17000000,5.1,1.85
2013,Comedy|Drama,Color,123,92,1000,886,849,5306,7000,56,11600,5,64,English,70492685,17000000,6.7,2.35
2006,Action|Crime|Drama|Thriller,Color,109,248,16000,988,968,19410,3000,186,121058,0,482,English,35635046,17000000,6.7,2.35
2010,Horror|Mystery,Color,90,52,723,346,298,1978,12000,178,67978,0,279,English,45670855,20000000,5.6,1.85
2002,Comedy|Romance,Color,96,36,1000,580,486,3294,2000,140,62272,0,207,English,37939782,17000000,5.6,1.85
2010,Action|Adventure|Sci-Fi,Color,125,364,12000,10000,1000,25549,30000,469,264186,0,665,English,172051787,170000000,6.8,2.35
1998,Comedy|Music|Romance,Color,82,12,8000,357,281,9271,0,63,48458,2,239,English,30324946,17000000,6.2,1.85
2011,Drama|Fantasy|Romance,Color,86,33,15000,976,583,17396,16000,148,64190,1,129,English,27854896,17000000,5.6,2.35
2006,Horror,Color,108,192,1000,1000,580,4500,0,265,129719,0,855,English,41777564,15000000,6.4,2.35
2003,Comedy,Color,98,39,593,517,428,2713,320,75,11815,1,117,English,22734486,17000000,5.6,2.35
2015,Biography|Drama|Sport,Color,129,51,427,234,89,952,21000,113,23480,0,83,English,44469602,17000000,7.4,2.35
2010,Comedy,Color,99,17,918,912,826,4797,0,62,7991,7,30,English,24708699,,4.9,2.35
2006,Comedy|Crime|Drama|Music|Romance,Color,105,49,680,503,104,1538,874,54,8522,0,92,English,21160089,,6,2.35
2012,Comedy|Music|Romance,Color,112,36,10000,751,746,12676,36000,223,213898,4,250,English,64998368,17000000,7.2,1.85
2001,Comedy|Drama|Romance|Sport,Color,108,19,973,954,505,3344,476,50,12993,2,107,English,19693891,34000000,4.9,1.85
1998,Crime|Drama|Thriller,Color,121,0,989,888,244,2365,0,125,50656,1,416,English,16311763,17000000,7.5,1.85
2002,Horror|Mystery|Thriller,Color,89,11,1000,982,973,4060,814,81,10885,0,271,English,12693621,17000000,4.8,2.35
2006,Comedy|Romance,Color,89,0,690,400,323,2135,110,37,9104,2,112,English,15655665,4000000,3.1,1.33
1999,Adventure|Comedy|Family|Fantasy|Musical,Color,73,11,1000,436,142,2020,339,44,2045,0,37,English,11634458,17000000,5.8,1.85
2009,Crime|Drama|Thriller,Color,132,847,3000,960,625,6317,4000,197,52852,1,138,English,27154426,17000000,6.7,2.35
1963,Action|Adventure|Drama|History|War,Color,154,117,715,490,86,1567,419,15,4550,3,50,English,,9000000,6.8,2.2
2013,Horror,Color,96,201,394,150,58,673,70000,543,125016,0,789,English,54239856,17000000,6.5,2.35
2009,Comedy|Romance,Color,98,80,567,503,399,2016,0,112,15033,1,75,English,8662318,17000000,5.9,1.85
2006,Comedy|Music,Color,107,80,2000,2000,841,5992,300,153,22639,6,217,English,7156725,19000000,5.5,1.85
1987,Action|Adventure|Family|Sci-Fi,Color,134,22,1000,593,488,3007,1000,94,33570,6,259,English,15681020,17000000,3.6,2.35
2007,Drama,Color,94,8,328,122,66,760,238,62,4600,0,18,English,7070459,,3.3,1.85
2006,Action|Crime|Drama|Thriller,Color,122,47,23000,979,834,27381,0,157,88590,2,419,English,6855137,17000000,7.4,2.35
2004,Biography|Drama|Romance|Sport,Color,128,9,767,327,193,1727,352,35,3222,3,64,English,2694071,,6.7,2.35
1986,Adventure|Crime|Drama|Romance,Color,97,3,400,193,161,805,154,21,4081,0,28,English,2315683,17000000,3,1.85
2006,Drama|Mystery|Romance|Thriller,Color,110,168,3000,979,96,4210,15000,236,295375,3,645,English,39825798,16000000,7.6,1.85
1981,Adventure|Horror|Thriller,Color,102,4,634,537,60,1262,0,50,1275,0,27,English,2000000,17000000,6.4,2.35
2003,Biography|Crime|Drama|Thriller,Color,98,541,214,96,71,409,0,106,16234,1,113,English,1569918,17000000,6.9,2.35
2014,Crime|Drama|Romance|Thriller,Color,120,30,14000,287,55,14492,0,106,13762,1,39,English,106869,17000000,6.6,
2006,Comedy|Mystery|Sci-Fi|Thriller,Color,160,219,1000,876,215,2340,0,173,32671,6,238,English,273420,17000000,5.5,2.35
2008,Adventure|Animation|Family|Fantasy,Color,80,0,677,262,168,1364,0,41,10706,0,39,French,,11000000,6.6,
1977,Sci-Fi,Color,91,22,669,642,255,1769,903,41,3701,0,71,English,,17000000,5.2,2.35
2012,Horror|Thriller,Color,83,57,465,152,62,730,0,145,16268,1,108,English,4930798,17000000,4.1,2.35
1991,Comedy|Drama|Family|Romance,Color,102,6,3000,2000,165,5433,0,31,55895,1,115,English,59847242,16500000,6.8,1.85
2006,Biography|Drama|Romance,Color,122,30,21000,3000,260,25173,0,105,13239,2,97,English,220914,16800000,6.5,1.85
2006,Drama|Mystery|Romance|Thriller,Color,110,168,3000,979,96,4210,15000,236,295375,3,645,English,39825798,16000000,7.6,1.85
1987,Crime|Drama,Color,126,0,826,508,168,1607,0,114,119150,2,219,English,43848100,15000000,7.4,1.85
1995,Drama|Romance,Color,136,0,25000,14000,1000,41059,0,69,78392,2,196,English,42700000,16500000,7.7,1.85
2007,Biography|Drama|Romance,Color,120,11,11000,838,281,12554,0,150,46204,1,151,English,18663911,16500000,7.1,2.35
2007,Comedy|Romance,Color,108,18,714,701,433,2785,0,72,37700,2,50,English,11702090,16500000,6.3,2.35
2003,Drama,Color,126,26,638,624,385,2282,0,158,56665,0,469,English,13005485,15000000,7.6,1.85
1989,Comedy|Drama,Color,128,608,49000,1000,1000,51609,23000,96,277451,0,491,English,95860116,16400000,8,1.85
1994,Comedy,Color,113,137,879,854,481,2985,0,84,288451,2,438,English,127175354,16000000,7.3,1.85
1989,Comedy|Drama|Romance,Color,89,0,227,73,62,485,0,114,149108,0,273,English,92823600,16000000,7.6,1.85
1982,Drama,Color,129,0,844,617,359,2330,0,79,26310,0,154,English,54000000,16000000,7.8,1.85
2000,Comedy,Color,94,480,1000,490,486,3889,0,103,132963,5,302,English,68525609,15600000,6.5,1.85
1999,Comedy|Drama|Romance|Sport,Color,106,48,23000,255,35,23369,0,67,35312,0,267,English,52885587,16000000,6.4,1.85
2011,Comedy|Drama|Romance, Black and White,100,405,996,897,628,4606,30000,576,190030,0,583,English,44667095,15000000,8,1.33
2009,Drama|Fantasy|Horror|Mystery|Thriller,Color,89,687,10000,787,389,12183,0,178,42182,1,230,English,42638165,16000000,4.8,2.35
2012,Adventure|Comedy|Drama|Romance,Color,94,0,13000,13000,559,27911,71000,487,237848,2,377,English,45507053,16000000,7.8,1.85
2006,Horror,Color,83,473,20000,4000,597,26402,0,196,56269,0,366,English,39511038,16000000,5.9,1.85
2016,Drama,Color,111,19,241,118,107,824,0,24,1449,0,30,English,6462576,18500000,5.4,2.35
2002,Comedy|Family,Color,80,11,911,521,499,3058,1000,56,18254,2,307,English,40363530,16000000,3.3,1.85
2006,Drama|Fantasy|War,Color,112,0,634,269,250,1322,27000,406,467234,0,1083,Spanish,37623143,13500000,8.2,1.85
,Drama|Fantasy|Mystery|Thriller,Color,60,,1000,921,762,4561,0,3,7210,0,57,English,,,6.6,16
2001,Action|Comedy|Crime|Family,Color,94,14,1000,1000,635,4194,393,51,7392,0,53,English,33357476,35000000,5.4,1.85
2001,Crime|Drama|Romance|Thriller, Black and White,130,309,939,881,522,3107,1000,41,9566,2,81,English,28734552,16000000,6.4,1.85
2011,Drama|Horror|Thriller,Color,91,26,3000,1000,638,5349,0,138,29147,1,115,English,37300107,16000000,4.8,2.35
2001,Adventure|Comedy|Drama,Color,91,29,861,593,459,2543,0,78,41664,0,205,English,27087695,17700000,5.9,1.85
1991,Action|Crime,Color,110,23,633,67,51,874,0,40,28736,2,72,English,30102717,15000000,5.5,1.85
2007,Action|Comedy|Mystery,Color,121,1000,175,115,108,485,17000,285,352695,1,687,English,23618786,8000000,7.9,2.35
2008,Comedy|Drama,Color,114,15,851,680,650,3485,0,124,16582,4,125,English,26896744,16500000,4.9,1.85
2008,Drama|Romance,Color,96,11000,19000,581,252,19894,14000,275,198111,0,365,English,23213577,15500000,7.2,1.85
2007,Action|Adventure|Drama|Romance|War,Color,270,5,908,690,292,2762,0,34,18041,1,54,Swedish,,25000000,6.6,2.35
2016,Comedy,Color,100,24,15000,1000,851,18786,18000,81,4654,9,46,English,55461307,20000000,6.7,
2000,Comedy|Drama|Romance,Color,94,7,3000,240,95,3451,487,67,13661,3,134,English,20627372,16000000,5.3,1.85
2002,Drama,Color,109,7,835,787,450,2572,0,103,25549,0,171,English,16346122,16000000,7.2,1.85
2009,Comedy|Fantasy|Horror,Color,107,45,24000,396,271,24805,6000,300,92712,1,294,English,16204793,16000000,5.1,1.85
2000,Comedy|Crime|Mystery,Color,96,22,8000,2000,324,11078,492,84,11768,0,148,English,15427192,16000000,5.6,1.85
1987,Comedy,Color,88,11000,854,410,233,1653,0,64,24256,0,91,English,14792779,16000000,7.6,1.85
2014,Action|Drama|Fantasy|Mystery|Thriller,Color,110,179,12000,1000,734,15044,31000,169,24854,1,374,English,13998282,16000000,3.1,2.35
2010,Drama|Romance,Color,113,47,21000,541,238,22088,24000,158,113963,0,361,English,19057024,16000000,7.2,1.85
2003,Comedy|Drama|Romance,Color,101,6,812,326,258,1882,371,46,8215,1,95,English,14108518,16000000,5.7,1.85
1988,Comedy|Romance|Sci-Fi,Color,105,121,11000,3000,384,14677,818,15,21079,0,55,English,13854000,20000000,5.2,1.85
1993,Drama,Color,125,438,18000,15000,372,33865,0,68,178731,2,261,English,77324422,26000000,7.7,1.85
1999,Mystery|Sci-Fi|Thriller,Color,100,9,599,380,363,2389,0,111,51996,0,302,English,15500000,16000000,7,2.35
2004,Comedy,Color,97,3,1000,584,578,3835,177,21,2385,1,20,English,11540112,,3.6,1.85
1979,Action|Drama|Sci-Fi|Thriller,Color,108,38,940,416,316,1945,392,42,5237,7,90,English,,16000000,4.9,2.35
2000,Comedy|Drama|Music,Color,112,28,555,403,215,1227,573,65,8217,0,123,English,4734235,15000000,6,1.85
2002,Comedy|Romance,Color,112,11000,11000,650,642,12766,762,109,21613,0,148,English,4839383,16000000,6.6,1.85
1999,Comedy|Music,Color,95,89,1000,852,322,2518,0,42,30682,0,194,English,4193025,15000000,6.8,2.35
1986,Action|Adventure|Fantasy,Color,110,85,1000,309,186,1852,0,112,98629,1,316,English,5900000,16000000,7.2,1.85
2007,Drama,Color,118,369,1000,418,295,1889,0,146,24104,1,88,English,2849142,16000000,7.2,2.35
1997,Action|Crime|Sci-Fi,Color,97,34,503,489,465,3100,0,36,8687,1,62,English,1686429,16000000,2.8,1.85
2013,Drama|Romance,Color,120,115,10000,316,310,11019,0,230,20616,3,70,English,1984743,16000000,6.6,2.35
2005,Drama|History|Romance|War,Color,135,133,898,708,258,2096,356,64,5321,0,78,English,1666262,16000000,6.7,1.66
2013,Crime|Drama|Mystery|Thriller,Color,101,0,3000,1000,888,5056,23000,393,92640,0,212,English,2319187,20000000,7,2.35
2004,Comedy,Color,92,29,939,881,618,3935,0,75,18271,9,150,English,13922211,16000000,4.4,1.85
2008,Comedy|Romance,Color,106,172,172,55,27,329,3000,78,30587,2,49,French,,11000000,7.1,2.35
2008,Drama|Romance|War,Color,92,6,10000,304,227,11091,921,67,5664,1,42,English,23091,15000000,6.2,2.35
2009,Drama|Fantasy,Color,161,929,488,289,116,943,23000,216,45449,0,192,English,336467,13000000,7.3,2.35
2012,Comedy|Horror|Romance,Color,92,143,1000,945,613,3086,0,54,7444,2,42,English,2964,16000000,5.1,1.78
2009,Drama|Family,Color,93,529,1000,884,805,4453,115000,84,155249,0,304,English,,16000000,8.1,1.85
2013,Crime|Drama|Thriller,Color,110,22,5000,170,44,5273,0,69,12817,0,43,English,,16000000,6.7,2.35
2014,Drama|Western,Color,122,0,883,596,567,2896,0,208,21370,1,132,English,2428883,16000000,6.6,2.35
2002,Comedy|Drama|Romance|Sport,Color,91,10,890,578,574,3104,939,32,5312,3,40,English,13571817,15600000,4.5,1.85
,Comedy|Crime|Drama,Color,45,,422,57,15,537,16000,20,19164,0,79,English,,34000000,8.1,16
2002,Drama|War,Color,115,460,232,150,125,699,824,78,8624,1,180,English,1554566,,6.6,1.66
2001,Drama|Sport,Color,94,4,844,626,518,3583,282,21,1033,0,26,English,508867,,6.5,2.35
2005,Drama|Mystery|Thriller,Color,93,7,1000,1000,922,4329,191,40,3299,0,24,English,1181197,15500000,5.9,1.85
2001,Action|Comedy|Crime|Drama|Thriller,Color,94,7,235,46,17,303,0,40,29392,1,91,French,81525,15300000,6.6,2.35
2006,Comedy|Horror|Sci-Fi,Color,95,571,499,298,102,1120,0,251,61912,0,352,English,7774730,15500000,6.5,1.85
1984,Action|Comedy|Crime,Color,105,102,901,605,383,3464,0,94,126464,1,175,English,234760500,14000000,7.3,1.85
1990,Comedy|Family,Color,103,0,3000,1000,925,7521,20000,102,311075,5,305,English,285761243,18000000,7.5,1.85
1987,Comedy|Drama|Family,Color,102,12000,19000,875,801,21499,3000,21,36918,4,42,English,167780960,11000000,5.9,1.85
1982,Comedy|Drama|Romance,Color,116,521,13000,521,481,14701,0,94,77366,1,194,English,177200000,22000000,7.4,2.35
1986,Action|Drama|Romance,Color,110,12000,10000,1000,555,13069,19000,173,219171,2,388,English,176781728,15000000,6.9,1.33
2000,Action|Drama|Romance,Color,120,0,103,21,5,129,0,287,217740,3,1641,Mandarin,128067808,15000000,7.9,2.35
1999,Drama,Color,122,0,18000,828,158,19078,22000,176,822500,0,2715,English,130058047,15000000,8.4,2.35
2010,Biography|Drama|History|Romance,Color,118,0,14000,1000,520,15732,64000,479,503631,0,636,English,138795342,15000000,8,1.85
1988,Comedy|Crime,Color,107,425,742,384,247,2151,0,27,87538,1,79,English,111936400,15000000,6,1.85
,Crime|Drama|Horror|Mystery|Thriller,Color,45,,460,292,260,2380,0,20,18058,0,68,English,,,7.3,16
2008,Drama|Romance,Color,102,4,17000,13000,882,30978,1000,60,6723,1,36,English,317040,15500000,6.8,2.35
1985,Drama,Color,154,14000,852,581,271,2592,6000,70,60988,0,199,English,94175854,15000000,7.8,1.85
2009,Action|Comedy|Drama|Thriller,Color,103,2,94,80,13,213,558,43,2659,2,25,Korean,,,5.7,2.35
2016,Adventure|Drama|History,Color,141,335,11000,744,635,13390,0,1,62,2,1,English,,100000000,6.1,2.35
2014,Biography|Drama|Thriller|War,Color,114,77,19000,393,305,20295,165000,454,467613,1,608,English,91121452,14000000,8.1,2.35
1980,Comedy|War,Color,109,6,1000,745,271,2419,855,25,18140,1,60,English,69800000,10000000,6.1,1.85
1980,Biography|Drama|Music|Musical,Color,124,150,874,816,572,2667,0,46,12974,0,84,English,79900000,,7.5,1.85
2010,Comedy|Family,Color,94,87,17000,975,569,20154,0,111,32002,1,103,English,64001297,15000000,6.2,1.85
2013,Fantasy|Horror,Color,100,127,1000,340,250,1949,57000,393,134869,1,304,English,71588220,20000000,6.2,1.85
1978,Horror|Thriller,Color,101,0,2000,742,598,4400,12000,318,157857,0,1191,English,47000000,300000,7.9,2.35
1983,Adventure|Comedy,Color,98,11000,816,695,624,3617,0,55,71183,1,183,English,61400000,15000000,7.4,1.85
2013,Comedy,Color,102,79,925,38,27,1018,26000,157,77724,0,162,English,101978840,15000000,6.6,1.85
2006,Biography|Drama,Color,94,350,326,48,39,486,0,280,85333,0,421,English,56437947,9800000,7.3,1.85
1988,Comedy|Fantasy,Color,92,13000,925,692,217,1953,15000,109,189413,3,306,English,73326666,15000000,7.5,1.85
2007,Comedy|Drama,Color,113,0,2000,721,607,6510,1000,41,9811,8,100,English,55184721,15000000,5.6,1.85
1994,Drama|Family|Romance,Color,115,44,23000,4000,902,29370,0,27,36624,4,132,English,50003300,15000000,7.3,1.85
2012,Drama|Fantasy|Horror|Thriller,Color,95,43,11000,326,259,11946,29000,462,139749,0,509,English,54322273,17000000,6.4,2.35
2006,Horror|Thriller,Color,87,165,1000,431,383,2452,0,152,34711,0,468,English,47860214,15000000,5,2.35
2002,Adventure|Comedy|Family,Color,88,189,934,927,799,3707,896,69,29008,1,99,English,47811275,15000000,5.4,1.85
1978,Drama|War,Color,183,517,22000,11000,652,34025,11000,140,232577,2,1026,English,,15000000,8.2,2.35
1997,Comedy|Drama,Color,97,272,22000,4000,957,29252,12000,130,67604,0,218,English,43022524,15000000,7.1,1.85
2003,Adventure|Comedy|Family|Music|Romance,Color,94,13,925,738,566,3423,0,66,27580,1,172,English,42672630,17000000,5.3,2.35
2013,Action|Drama|Thriller,Color,112,29,12000,1000,874,15800,12000,238,64747,1,122,English,42919096,15000000,6.5,2.35
2015,Comedy|Fantasy|Horror,Color,98,66,3000,658,562,4567,27000,198,29867,0,181,English,42592530,15000000,6.2,2.35
1998,Horror|Mystery|Sci-Fi,Color,104,0,4000,4000,1000,12170,0,154,92074,1,502,English,40064955,15000000,6.4,1.85
1993,Biography|Drama|Music,Color,118,13,90,22,2,114,0,19,13442,0,59,English,39100956,,7.2,1.85
1997,Crime|Drama|Thriller,Color,120,446,22000,13000,1000,40117,2000,131,69576,3,207,English,44886089,10000000,6.9,1.85
2001,Comedy,Color,99,11,11000,983,971,15369,0,97,80305,0,393,English,37882551,16000000,5.7,1.85
2012,Crime|Drama|Thriller,Color,109,453,15000,10000,953,27788,38000,355,181025,2,336,English,40983001,7000000,7.7,1.85
2015,Comedy|Drama|Romance,Color,105,488,15000,14000,13000,44037,11000,138,39782,1,172,English,20991497,37000000,5.4,1.85
2000,Action|Crime|Drama|Thriller,Color,106,357,23000,1000,883,26652,0,102,26846,0,193,English,35007180,15000000,5.6,1.85
2014,Biography|Drama|Romance,Color,123,120,13000,876,149,14100,90000,419,265507,0,388,English,35887263,15000000,7.7,2.35
2003,Comedy|Crime,Color,86,14,833,807,685,4435,0,37,15939,3,87,English,34308901,16000000,5.1,2.35
2000,Comedy|Drama|Romance,Color,120,18,20000,1000,944,22383,0,78,27044,2,240,English,33771174,15000000,6.8,1.85
1962,Adventure|Biography|Drama|History|War,Color,227,767,607,202,87,1076,11000,181,192775,8,559,English,6000000,15000000,8.4,2.2
2009,Horror,Color,119,0,908,764,593,3226,3000,220,36372,0,491,English,33386128,15000000,4.9,1.85
2014,Adventure|Biography|Drama,Color,115,212,2000,820,612,4896,38000,349,86664,1,252,English,37877959,15000000,7.1,2.35
2009,Crime|Horror|Thriller,Color,114,29,956,878,616,3861,0,241,67822,0,279,English,32721635,15000000,6.6,1.85
2005,Comedy|Romance,Color,90,6,1000,650,458,2666,0,103,38248,0,250,English,31585300,15000000,6.1,1.85
2002,Comedy|Horror|Thriller,Color,94,28,2000,864,731,5440,0,151,26905,5,614,English,30259652,15000000,4.1,2.35
2010,Action|Adventure|Fantasy,Color,106,255,14000,1000,850,18003,15000,344,229687,0,637,English,163192114,125000000,5.8,2.35
1987,Adventure|Family|Fantasy|Romance,Color,98,0,18000,636,594,20060,33000,185,294163,0,718,English,30857814,16000000,8.1,1.85
2007,Biography|Drama,Color,126,18000,18000,2000,697,22745,0,112,47626,1,118,English,30226144,15000000,7.6,2.35
2011,Crime|Drama,Color,100,0,33000,745,228,34337,81000,676,431578,0,1264,English,35054909,15000000,7.8,2.35
2004,Comedy|Family|Music|Romance,Color,89,10,811,636,231,2167,810,74,23408,8,105,English,29302097,15000000,4.6,1.85
1998,Comedy|Drama|Romance,Color,111,13,818,511,106,1450,849,65,15582,0,132,English,29106737,15000000,6,1.85
2007,Drama|Horror|Sci-Fi,Color,100,35,10000,1000,306,11471,0,274,212167,1,713,English,28637507,15000000,7,1.85
2014,Drama|Family|Sport,Color,115,49,116,110,100,525,0,50,12596,0,64,English,30127963,15000000,6.7,1.85
2005,Comedy|Drama|Family,Color,106,61,907,807,649,3462,1000,96,8427,5,88,English,32645546,14000000,6.4,1.85
2000,Drama|Romance|Sport,Color,124,107,1000,886,865,5135,0,68,14322,0,116,English,27441122,15000000,7.2,1.85
1997,Action|Comedy|Crime|Romance|Thriller,Color,107,5,893,822,141,2044,0,111,73347,1,296,English,28014536,15000000,7.4,1.85
2009,Comedy|Romance,Color,99,3,14000,982,628,16461,0,128,33088,3,143,English,33860010,15000000,4.8,1.85
